ID,Keyword,Title,State,Program,Type,Intent,Volume,CPC,Competition,RevenueScore,Priority,Status,Notes,URL,Created,Source,Target
CU-332,Mass General financial assistance,Mass General Brigham Charity Care: Massachusetts Health Safety Net Path,MA,Medical Debt,guide,transactional,,,,7,2,Ready,"From deep research Report A rank #33. Gap 7/10, Difficulty 4/10. MA HSN unique",,2026-05-12,AI,analyzer
CU-333,Maryland medical debt,Maryland All-Payer System: Why Hospital Bills Are Lower (and Still Disputable),MD,Medical Debt,informational,informational,,,,7,2,Ready,"From deep research Report A rank #34. Gap 8/10, Difficulty 4/10. MD all-payer unique; viral",,2026-05-12,AI,analyzer
CU-334,knee replacement cost,How Much Does a Knee Replacement Cost? CPT 27447 Bundled Reality,,Healthcare Costs,comparison,informational,,,,5,2,Ready,"From deep research Report A rank #35. Gap 7/10, Difficulty 6/10. DRG-based; bundled payment",,2026-05-12,AI,analyzer
CU-335,what is modifier 25,What Is Modifier 25? When Hospitals Use It (and Sometimes Misuse It),,Medical Debt,informational,informational,,,,8,2,Ready,"From deep research Report A rank #36. Gap 8/10, Difficulty 3/10. NCCI rule core; analyzer flag",,2026-05-12,AI,analyzer
CU-336,level 5 ER visit,"What Is a Level 5 ER Visit (CPT 99285)? When It's Justified, When It's Upcoding",,Medical Debt,informational,informational,,,,7,2,Ready,"From deep research Report A rank #37. Gap 9/10, Difficulty 4/10. Highest-margin ER level",,2026-05-12,AI,analyzer
CU-337,Washington medical debt law,"Washington Charity Care Law: Up to 300% FPL Free, Up to 400% Discount (2026)",WA,Medical Debt,informational,informational,,,,7,2,Ready,"From deep research Report A rank #38. Gap 7/10, Difficulty 4/10. 2022 expanded law; under-indexed",,2026-05-12,AI,analyzer
CU-338,New Jersey charity care,New Jersey Charity Care: State-Funded Program Application (2026),NJ,Medical Debt,guide,informational,,,,7,2,Ready,"From deep research Report A rank #39. Gap 7/10, Difficulty 4/10. State-funded program unique",,2026-05-12,AI,analyzer
CU-339,Ascension financial assistance,Ascension Hospital Charity Care: Catholic System FAP by State,,Medical Debt,guide,transactional,,,,7,2,Ready,"From deep research Report A rank #40. Gap 8/10, Difficulty 4/10. Multi-state confusion",,2026-05-12,AI,analyzer
CU-340,duplicate charges hospital bill,Why You Got Two Charges for the Same Service: Duplicate Billing Decoded,,Medical Debt,informational,informational,,,,8,2,Ready,"From deep research Report A rank #41. Gap 9/10, Difficulty 3/10. Iconic analyzer flag; viral",,2026-05-12,AI,analyzer
CU-341,hospital bill saline bag cost,$800 for an IV Bag (J7030)? How Hospitals Mark Up Saline 800x,,Medical Debt,informational,informational,,,,8,2,Ready,"From deep research Report A rank #42. Gap 10/10, Difficulty 3/10. Best AI-citation arbitrage; viral",,2026-05-12,AI,analyzer
CU-342,what is the chargemaster,What Is the Chargemaster? The Price List Hospitals Don't Want You to Read,,Medical Debt,informational,informational,,,,7,2,Ready,"From deep research Report A rank #43. Gap 7/10, Difficulty 4/10. Foundational; analyzer's data source",,2026-05-12,AI,analyzer
CU-343,Providence financial assistance,Providence Health Charity Care: Up to 400% FPL Discount (2026),,Medical Debt,guide,transactional,,,,7,2,Ready,"From deep research Report A rank #44. Gap 7/10, Difficulty 4/10. Most generous; viral angle",,2026-05-12,AI,analyzer
CU-344,gallbladder surgery cost,How Much Does a Gallbladder Surgery (Laparoscopic Cholecystectomy) Cost?,,Healthcare Costs,comparison,informational,,,,6,2,Ready,"From deep research Report A rank #45. Gap 7/10, Difficulty 5/10. High volume; KFF 2018 refresh",,2026-05-12,AI,analyzer
CU-345,what is balance billing,What Is Balance Billing -- and When Is It Illegal? (NSA Walkthrough),,Medical Debt,informational,informational,,,,7,2,Ready,"From deep research Report A rank #46. Gap 6/10, Difficulty 4/10. NSA banned in many cases",,2026-05-12,AI,analyzer
CU-346,medical bill collections,Hospital Bill Sent to Collections? Here's What to Do First (2026),,Medical Debt,guide,transactional,,,,6,2,Ready,"From deep research Report A rank #47. Gap 7/10, Difficulty 5/10. High emotional; CFPB vacatur hotter",,2026-05-12,AI,analyzer
CU-347,hip replacement cost,How Much Does a Hip Replacement Cost? CPT 27130 vs. Chargemaster,,Healthcare Costs,comparison,informational,,,,5,2,Ready,"From deep research Report A rank #48. Gap 7/10, Difficulty 6/10. High-volume elective; bundled DRG",,2026-05-12,AI,analyzer
CU-348,UPMC financial assistance,UPMC Financial Assistance: Pennsylvania's Largest System Charity Care,PA,Medical Debt,guide,transactional,,,,7,2,Ready,"From deep research Report A rank #49. Gap 8/10, Difficulty 4/10. PA's biggest; under-indexed",,2026-05-12,AI,analyzer
CU-349,Connecticut medical debt,Connecticut Medical Debt 2026: New Credit Reporting Ban + Charity Care,CT,Medical Debt,informational,informational,,,,7,2,Ready,"From deep research Report A rank #50. Gap 8/10, Difficulty 4/10. 2024 law; under-indexed",,2026-05-12,AI,analyzer
CU-350,Minnesota medical debt,"Minnesota Debt Fairness Act: No Spouse Liability, No Garnishment (2026)",MN,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #51. Gap 8/10, Difficulty 4/10. 2024 landmark law; viral",,2026-05-12,AI,analyzer
CU-351,Northwell financial assistance,Northwell Health Charity Care: New York's Largest Health System FAP,NY,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #52. Gap 8/10, Difficulty 4/10. NY law applies; under-indexed",,2026-05-12,AI,analyzer
CU-352,cardiac stent cost,How Much Does a Heart Stent Cost? CPT 92928 Reality Check,,Healthcare Costs,comparison,informational,,,,5,3,Ready,"From deep research Report A rank #53. Gap 7/10, Difficulty 6/10. Bundled DRG complexity",,2026-05-12,AI,analyzer
CU-353,revenue code 0450,What Is Revenue Code 0450? ER Charges Decoded for Patients,,Medical Debt,informational,informational,,,,9,3,Ready,"From deep research Report A rank #54. Gap 10/10, Difficulty 2/10. Almost no consumer answer; AAPC dominates",,2026-05-12,AI,analyzer
CU-354,what is HCPCS J3490,"What Is HCPCS J3490? The ""Unclassified Drug"" Charge on Your Bill",,Medical Debt,informational,informational,,,,9,3,Ready,"From deep research Report A rank #55. Gap 10/10, Difficulty 2/10. Massive volume; no plain-English answer",,2026-05-12,AI,analyzer
CU-355,Trinity Health financial assistance,Trinity Health Charity Care: Catholic System Up to 400% Discount,,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #56. Gap 8/10, Difficulty 4/10. Generous; multi-state",,2026-05-12,AI,analyzer
CU-356,chemotherapy cost,How Much Does a Chemo Infusion Cost? CPT 96413 + J-Codes Decoded,,Healthcare Costs,comparison,informational,,,,4,3,Ready,"From deep research Report A rank #57. Gap 7/10, Difficulty 7/10. Complex bundling; 340B angle",,2026-05-12,AI,analyzer
CU-357,NewYork-Presbyterian financial assistance,NewYork-Presbyterian Charity Care: NY Law + Hospital FAP Combined,NY,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #58. Gap 8/10, Difficulty 4/10. Top-search hospital; NY law applies",,2026-05-12,AI,analyzer
CU-358,NYU Langone financial assistance,NYU Langone Financial Assistance: Income Thresholds and Hidden Steps,NY,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #59. Gap 8/10, Difficulty 4/10. Top-search; NY law applies",,2026-05-12,AI,analyzer
CU-359,vaginal delivery cost,How Much Does a Vaginal Delivery Cost? CPT 59400 vs. What You'll Pay,,Healthcare Costs,comparison,informational,,,,6,3,Ready,"From deep research Report A rank #60. Gap 7/10, Difficulty 5/10. High volume; bundled global fee",,2026-05-12,AI,analyzer
CU-360,Oregon medical debt,Oregon Hospital Charity Care: SB 619 Expansion (2026),OR,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #61. Gap 8/10, Difficulty 4/10. 2023 SB 619 expansion",,2026-05-12,AI,analyzer
CU-361,hospital markup ratio,"Cost-to-Charge Ratio: Why Your $50,000 Bill Cost the Hospital $8,000",,Healthcare Costs,informational,informational,,,,7,3,Ready,"From deep research Report A rank #62. Gap 8/10, Difficulty 4/10. RAND 254%; Health Affairs 3.4x; shareable",,2026-05-12,AI,analyzer
CU-362,what is QPA,What Is QPA (Qualified Payment Amount) on Your EOB?,,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #63. Gap 8/10, Difficulty 4/10. NSA TMA III; freshness",,2026-05-12,AI,analyzer
CU-363,hospitals fined price transparency,Hospital Price Transparency: Hospitals Fined by CMS in 2025-2026 (Full List),,Healthcare Costs,informational,informational,,,,6,3,Ready,"From deep research Report A rank #64. Gap 8/10, Difficulty 5/10. Becker's short; we own full reference",,2026-05-12,AI,analyzer
CU-364,echocardiogram cost,How Much Does an Echocardiogram Cost? CPT 93306 vs. Chargemaster,,Healthcare Costs,comparison,informational,,,,7,3,Ready,"From deep research Report A rank #65. Gap 8/10, Difficulty 4/10. High-margin imaging",,2026-05-12,AI,analyzer
CU-365,Colorado medical debt,Colorado Hospital Discounted Care Program: Up to 250% FPL Rules (2026),CO,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #66. Gap 8/10, Difficulty 4/10. Strong 2024 protections",,2026-05-12,AI,analyzer
CU-366,upper endoscopy cost,How Much Does an Upper Endoscopy (EGD) Cost? CPT 43239 Decoded,,Healthcare Costs,comparison,informational,,,,7,3,Ready,"From deep research Report A rank #67. Gap 8/10, Difficulty 4/10. High-volume GI",,2026-05-12,AI,analyzer
CU-367,what is observation status,What Is Observation Status -- and Why It Could Triple Your Bill,,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #68. Gap 7/10, Difficulty 4/10. Inpatient vs observation confusion",,2026-05-12,AI,analyzer
CU-368,what is modifier 59,What Is Modifier 59? Hospitals Use It to Bypass NCCI Edits,,Medical Debt,informational,informational,,,,8,3,Ready,"From deep research Report A rank #69. Gap 9/10, Difficulty 3/10. Analyzer's flag; coder-only sources",,2026-05-12,AI,analyzer
CU-369,Memorial Sloan Kettering financial assistance,Memorial Sloan Kettering Charity Care: Cancer Center FAP (2026),NY,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #70. Gap 8/10, Difficulty 4/10. High-stakes cancer queries",,2026-05-12,AI,analyzer
CU-370,how to apply for charity care,How to Apply for Hospital Charity Care: 8-Step Walkthrough,,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #71. Gap 6/10, Difficulty 4/10. Dollar For dominant but screener-first",,2026-05-12,AI,analyzer
CU-371,amount generally billed AGB,What Is Amount Generally Billed (AGB)? How 501(r) Caps Your Bill,,Medical Debt,informational,transactional,,,,8,3,Ready,"From deep research Report A rank #72. Gap 9/10, Difficulty 3/10. Critical patient right; AI confused",,2026-05-12,AI,analyzer
CU-372,Sutter Health financial assistance,Sutter Health Financial Assistance: CA Hospital Fair Pricing Act in Action,CA,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #73. Gap 8/10, Difficulty 4/10. CA law applies",,2026-05-12,AI,analyzer
CU-373,UCLA Medical Center financial assistance,UCLA Medical Center Charity Care: Income Thresholds for 2026,CA,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #74. Gap 8/10, Difficulty 4/10. Top-search CA hospital",,2026-05-12,AI,analyzer
CU-374,CABG cost,How Much Does a CABG (Coronary Bypass) Cost? CPT 33533 + DRG 233,,Healthcare Costs,comparison,informational,,,,4,3,Ready,"From deep research Report A rank #75. Gap 7/10, Difficulty 7/10. High-stakes; bundled DRG",,2026-05-12,AI,analyzer
CU-375,Houston Methodist financial assistance,Houston Methodist Charity Care: Texas FAP Patchwork (2026),TX,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #76. Gap 9/10, Difficulty 4/10. TX weak state law; high-search",,2026-05-12,AI,analyzer
CU-376,Johns Hopkins financial assistance,Johns Hopkins Charity Care: Maryland All-Payer + Hospital FAP,MD,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #77. Gap 7/10, Difficulty 4/10. MD all-payer unique; top-search",,2026-05-12,AI,analyzer
CU-377,Pennsylvania medical debt,Pennsylvania Medical Debt 2026: UPMC + Penn State + State Rules,PA,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #78. Gap 8/10, Difficulty 4/10. Large pop; under-indexed",,2026-05-12,AI,analyzer
CU-378,cataract surgery cost,How Much Does Cataract Surgery Cost? CPT 66984 vs. ASC vs. Hospital,,Healthcare Costs,comparison,informational,,,,7,3,Ready,"From deep research Report A rank #79. Gap 7/10, Difficulty 4/10. ASC vs HOPD price split",,2026-05-12,AI,analyzer
CU-379,what is a modifier medical billing,What Is a Modifier in Medical Billing? Plain-English Guide for Patients,,Medical Debt,informational,informational,,,,8,3,Ready,"From deep research Report A rank #80. Gap 8/10, Difficulty 3/10. Coder-only sources today",,2026-05-12,AI,analyzer
CU-380,report nonprofit hospital IRS,How to File a Complaint Against a Nonprofit Hospital for Violating 501(r),,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #81. Gap 9/10, Difficulty 4/10. Dollar For/Warren 2024 letter; action path",,2026-05-12,AI,analyzer
CU-381,hernia repair cost,How Much Does a Hernia Repair Cost? CPT 49505 vs. ASC vs. Hospital,,Healthcare Costs,comparison,informational,,,,6,3,Ready,"From deep research Report A rank #82. Gap 7/10, Difficulty 5/10. Volume + ASC angle",,2026-05-12,AI,analyzer
CU-382,Stanford Health financial assistance,Stanford Health Care Charity Care: CA Hospital Fair Pricing Application,CA,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #83. Gap 8/10, Difficulty 4/10. Top-search; CA law",,2026-05-12,AI,analyzer
CU-383,prompt pay discount hospital,What Is a Prompt Pay Discount? When to Ask (and When Not To),,Medical Debt,informational,transactional,,,,8,3,Ready,"From deep research Report A rank #84. Gap 7/10, Difficulty 3/10. Common ask; AI gives bad numbers",,2026-05-12,AI,analyzer
CU-384,Virginia medical debt,Virginia Medical Debt 2026: Inova FAP + New State Credit Reporting Ban,VA,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #85. Gap 8/10, Difficulty 4/10. 2024 law",,2026-05-12,AI,analyzer
CU-385,physical therapy cost per session,How Much Does Physical Therapy Cost Per Session? CPT 97110/97530,,Healthcare Costs,comparison,informational,,,,7,3,Ready,"From deep research Report A rank #86. Gap 7/10, Difficulty 4/10. High-volume long-tail",,2026-05-12,AI,analyzer
CU-386,what is a UB-04,What Is a UB-04 Form? Decoding Your Hospital's Master Bill,,Medical Debt,informational,informational,,,,8,3,Ready,"From deep research Report A rank #87. Gap 8/10, Difficulty 3/10. Coder-only sources; patient needs this",,2026-05-12,AI,analyzer
CU-387,Banner Health financial assistance,Banner Health Charity Care: Arizona FAP and How to Apply,AZ,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #88. Gap 8/10, Difficulty 4/10. AZ's biggest",,2026-05-12,AI,analyzer
CU-388,MD Anderson financial assistance,MD Anderson Charity Care: Cancer Center FAP for Out-of-State Patients,TX,Medical Debt,guide,transactional,,,,7,3,Ready,"From deep research Report A rank #89. Gap 8/10, Difficulty 4/10. Destination cancer hospital",,2026-05-12,AI,analyzer
CU-389,dialysis cost,How Much Does Dialysis Cost? CPT 90999 and the Bundled Payment Reality,,Healthcare Costs,comparison,informational,,,,5,3,Ready,"From deep research Report A rank #90. Gap 7/10, Difficulty 6/10. Highest-charge code; ESRD complexity",,2026-05-12,AI,analyzer
CU-390,what is CMS 1500,What Is a CMS-1500 Form? Professional vs. Hospital Bill Differences,,Medical Debt,informational,informational,,,,8,3,Ready,"From deep research Report A rank #92. Gap 7/10, Difficulty 3/10. Patient-friendly version missing",,2026-05-12,AI,analyzer
CU-391,Maine medical debt,Maine Medical Debt 2026: Charity Care + Credit Reporting Ban,ME,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #93. Gap 8/10, Difficulty 4/10. 2024 law",,2026-05-12,AI,analyzer
CU-392,Rhode Island medical debt,Rhode Island Medical Debt 2026: Charity Care + 2024 Credit Reporting Law,RI,Medical Debt,informational,informational,,,,7,3,Ready,"From deep research Report A rank #94. Gap 8/10, Difficulty 4/10. 2024 law",,2026-05-12,AI,analyzer
CU-393,Delaware medical debt,Delaware Medical Debt: SB 156 Credit Reporting Ban (2026),DE,Medical Debt,informational,informational,,,,8,3,Ready,"From deep research Report A rank #95. Gap 9/10, Difficulty 3/10. 2025 SB 156 Mantzavinos",,2026-05-12,AI,analyzer
CU-394,medical bill negotiation services,Compare Top 10 Medical Bill Negotiation Services (CoveredUSA vs. Goodbill vs. Resolve vs. Dollar For),,Medical Debt,comparison,informational,,,,6,3,Ready,"From deep research Report A rank #96. Gap 6/10, Difficulty 5/10. Direct competitor comparison; converts",,2026-05-12,AI,analyzer
CU-395,medical billing advocate,When to Hire a Medical Billing Advocate vs. Use a Free Tool (Decision Tree),,Medical Debt,comparison,informational,,,,7,3,Ready,"From deep research Report A rank #97. Gap 6/10, Difficulty 4/10. Decision-tree format converts",,2026-05-12,AI,analyzer
CU-396,average cost of hospital stay,The True Cost of a Hospital Stay: 2026 Statistical Reference,,Healthcare Costs,informational,informational,,,,6,3,Ready,"From deep research Report A rank #98. Gap 6/10, Difficulty 5/10. Peterson-KFF baseline + tool CTA",,2026-05-12,AI,analyzer
CU-397,advanced EOB,What Is an Advanced EOB Under the No Surprises Act? (2026 Status),,Medical Debt,informational,transactional,,,,7,3,Ready,"From deep research Report A rank #99. Gap 9/10, Difficulty 4/10. March 2026 rule expected; freshness",,2026-05-12,AI,analyzer
CU-398,how to use no surprises act IDR,Patient's Guide to the No Surprises Act IDR Process (Step-by-Step 2026),,Medical Debt,guide,transactional,,,,6,3,Ready,"From deep research Report A rank #100. Gap 8/10, Difficulty 5/10. CMS portal unusable; lay walkthrough",,2026-05-12,AI,analyzer
CU-399,ChatGPT review hospital bill,I Asked ChatGPT to Review My Hospital Bill: Here's What It Got Right and Wrong,,Medical Debt,informational,informational,,,,8,1,Ready,"Manager bonus pick (not in either deep research report). AI audit corroboration cluster - patients already used AI, googling to verify",,2026-05-12,AI,analyzer
CU-400,ChatGPT read hospital bill PDF,Can ChatGPT Actually Read a Hospital Bill PDF? A Practical Test,,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). AI audit corroboration - direct query from Report B Cluster 2,,2026-05-12,AI,analyzer
CU-401,AI tool to check medical bill,ChatGPT vs Perplexity vs the CoveredUSA Bill Analyzer: Which AI Catches Overcharges?,,Medical Debt,comparison,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). AI audit corroboration - competitor comparison naming our tool,,2026-05-12,AI,analyzer
CU-402,verify AI hospital bill review,How to Verify What AI Tells You About Your Hospital Bill (and Why You Should),,Medical Debt,guide,transactional,,,,8,1,Ready,Manager bonus pick (not in either deep research report). AI audit corroboration - second-stage validator angle,,2026-05-12,AI,analyzer
CU-403,why hospital charge so much for aspirin,"Why Hospitals Charge $50 for an Aspirin: Inpatient Drug Markup, Explained",,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). Viral markup angle - aspirin/inpatient drug pricing,,2026-05-12,AI,analyzer
CU-404,hospital charged for ice pack,Why Did the Hospital Charge $30 for an Ice Pack? Petty Charges Decoded,,Medical Debt,informational,informational,,,,8,2,Ready,Manager bonus pick (not in either deep research report). Viral petty charge angle,,2026-05-12,AI,analyzer
CU-405,inpatient drug markup percentage,"The $0.05 Pill Billed at $100: How Inpatient Drug Markups Hit 18,000%+",,Medical Debt,informational,informational,,,,8,1,Ready,"Manager bonus pick (not in either deep research report). Amlodipine 18,617% angle from Report B - viral data point",,2026-05-12,AI,analyzer
CU-406,NICU stay cost,How Much Does a NICU Stay Cost? Daily Charges Decoded (2026),,Healthcare Costs,comparison,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). High-emotion pediatric gap - neither report covered,,2026-05-12,AI,analyzer
CU-407,Texas Children's Hospital financial assistance,Texas Children's Hospital Charity Care: Income Limits and Application (2026),TX,Medical Debt,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). Top-searched children's hospital - neither report included,,2026-05-12,AI,analyzer
CU-408,can hospital refuse treatment no insurance,Can a Hospital Refuse Treatment If You Cannot Pay? EMTALA Rights Explained,,Medical Debt,informational,informational,,,,8,1,Ready,"Manager bonus pick (not in either deep research report). EMTALA patient rights - high search volume, under-served",,2026-05-12,AI,analyzer
CU-409,financial responsibility form hospital,What Is a Financial Responsibility Form? Did You Agree to Pay Whatever the Hospital Charged?,,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). Intake form patient rights gap,,2026-05-12,AI,analyzer
CU-410,EOB says zero hospital billing me,My EOB Says $0 But the Hospital Is Billing Me — What Happened?,,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). EOB vs bill mismatch - most confusing thing patients hit,,2026-05-12,AI,analyzer
CU-411,read EOB and hospital bill together,How to Read Your Insurance EOB Side-by-Side With Your Hospital Bill,,Medical Debt,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). EOB+bill side-by-side reading guide,,2026-05-12,AI,analyzer
CU-412,appeal Medicare Advantage hospital bill,How to Appeal a Medicare Advantage Hospital Bill Denial (2026),,Medical Debt,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). MA denial appeal - many disputes start here,,2026-05-12,AI,analyzer
CU-413,hospital price transparency compliance check,Is My Hospital Price Transparency Compliant? How to Check Before You Get Billed,,Healthcare Costs,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). Pre-bill prevention angle on price transparency,,2026-05-12,AI,analyzer
